YearMonth,CN,SA,JA,SO,HPI,HDI,LHNI,PA,AA,RA,LPI,weighted_CN,weighted_SA,weighted_JA,weighted_SO,weighted_HPI,weighted_HDI,weighted_LHNI,weighted_PA,weighted_AA,weighted_RA,weighted_LPI,distance,population_source,population_target,gravitational_index,Proportion delayed,Significant Delay,Rides planned,Final arrival delay,Final arrival cancelled,Completely cancelled,Intermediate arrival delays,simultaneous_pred,simultaneous_null
2019-01,4,0.565685424949238,0.3636363636363636,0.5333333333333333,0.8,0.4,0.08,50,1.5018147729159137,0.2894841269841269,1.0326975843504465,4,0.0036364372674504,0.3636363636363636,0.0036363636363636,0.0036596523330283,0.003613369467028,3.305919000025621e-06,1209951,0.5280026056522987,0.0053536667525776,0.1069514820261218,3.0,161825.0,161825.0,2909703402.7777777,0.1285714285714285,False,71,9,1,1,9,0.0,1.0
2019-01,4,0.565685424949238,0.3636363636363636,0.5333333333333333,0.8,0.4,0.08,50,1.5018147729159137,0.2894841269841269,1.0326975843504465,4,0.0036364372674504,0.3636363636363636,0.0036363636363636,0.0036596523330283,0.003613369467028,3.305919000025621e-06,1209951,0.5280026056522987,0.0053536667525776,0.1069514820261219,3.0,161825.0,161825.0,2909703402.7777777,0.1830985915492957,False,72,13,1,1,13,0.0,1.0
2019-01,2,0.2672612419124244,0.1538461538461538,0.2666666666666666,0.2857142857142857,0.25,0.0357142857142857,56,0.71556089596598,0.1285714285714286,0.4852586169625412,2,0.0031677864791272,0.1538461538461538,0.0018682858477347,0.0097087378640776,0.0010335917312661,5.01743558867063e-06,398610,0.2566808041491143,0.0012269340757484,0.0438548947027318,205.0,128857.0,934927.0,2866671.9438191555,0.0625,False,32,2,0,0,13,0.0,1.0
2019-02,2,0.2357022603955158,0.125,0.2222222222222222,0.3333333333333333,0.1666666666666666,0.0277777777777777,72,0.7951647564324791,0.1714285714285714,0.5469953239549306,2,0.0040031076177352,0.125,0.0018717828731867,0.0161290322580645,0.0009935419771485,8.012435299584956e-06,249612,0.241685751513194,0.0007343954271573,0.0342963627924081,80.0,77566.0,114968.0,1393376.2325,1.0,True,10,10,1,0,10,1.0,1.0
2019-03,2,0.2519763153394848,0.0909090909090909,0.1666666666666666,0.6666666666666666,0.0952380952380952,0.0317460317460317,63,0.6860080964331781,0.1127450980392156,0.4601737197373217,2,0.0028912543672012,0.0909090909090909,0.0003498032356799,0.0476190476190476,0.000175546388133,4.179675907930099e-06,478506,0.2344242136124547,0.0005321012602012,0.0297673312072249,94.0,69663.0,56452.0,445067.4146672703,0.0,False,5,0,0,0,0,1.0,0.0
2019-03,1,0.2041241452319315,0.0769230769230769,0.1428571428571428,0.5,0.0833333333333333,0.0416666666666666,24,0.2835784920513334,0.0294117647058823,0.1714985851425088,1,0.0020369006894007,0.0769230769230769,0.0008833922261484,0.0089285714285714,0.0004646840148698,4.148964418481147e-06,241024,0.1041166721472804,6.741724533135576e-05,0.0082108005292636,39.0,77566.0,4855.0,247589.04010519397,0.8,True,10,8,0,0,8,0.0,1.0
2019-03,3,0.273861278752583,0.1304347826086956,0.2307692307692307,0.5,0.15,0.025,120,0.9727109910266252,0.1395308123249299,0.6397164753785012,3,0.002084390573241,0.1304347826086956,0.0010312822275696,0.0078740157480314,0.0005517748758506,1.4482280206053884e-06,2071497,0.334358837775721,0.00045334190034,0.0348465983454981,135.0,671125.0,103402.0,3807718.3676268863,0.2,False,20,4,1,0,12,0.0,1.0
2019-04,2,0.2357022603955158,0.08,0.1481481481481481,0.6666666666666666,0.0833333333333333,0.0277777777777777,72,0.6836960184445731,0.1119047619047619,0.4577059855405162,2,0.0018551231501188,0.08,0.0003479168478733,0.0196078431372549,0.0001755155770074,1.7207409510535237e-06,1162290,0.2352962837291892,0.0005575415750403,0.0303375701366301,94.0,56452.0,69663.0,445067.4146672703,0.0985915492957746,False,71,7,0,0,31,1.0,1.0
2019-04,2,0.2041241452319315,0.1111111111111111,0.2,0.25,0.1666666666666666,0.0208333333333333,96,0.8393770406139756,0.1952380952380952,0.5772791414095664,2,0.003034810521422,0.1111111111111111,0.0017761989342806,0.0093896713615023,0.0009808729769494,4.605037450467066e-06,434307,0.2391567681607245,0.0006768611841265,0.032885009356694,80.0,77566.0,114968.0,1393376.2325,0.5,True,4,2,1,0,4,0.0,0.0
2019-05,4,0.3015113445777636,0.1739130434782608,0.2962962962962963,0.3636363636363636,0.25,0.0227272727272727,176,1.3926060044735178,0.2316239316239316,0.9449736606418748,4,0.0028232898818982,0.1739130434782608,0.0023081361800346,0.0054421768707482,0.0014646649578908,1.992741439307323e-06,2007285,0.4843524280993299,0.0011376142091317,0.0655060941753214,77.0,934927.0,160740.0,25346629.44510036,0.0377358490566037,False,53,2,0,0,3,0.0,1.0
2019-05,1,0.1443375672974064,0.0555555555555555,0.1052631578947368,0.3333333333333333,0.0625,0.0208333333333333,48,0.3898712452512801,0.0769230769230769,0.2773500981126146,1,0.0012326240260165,0.0555555555555555,0.0006729475100942,0.0041493775933609,0.0003661662394727,1.5193619895133637e-06,658171,0.1259296796009018,0.0003558718861209,0.0188645669476136,147.0,47734.0,160740.0,355072.5697625989,0.15,False,40,6,2,0,23,1.0,1.0
2019-06,1,0.2041241452319315,0.0769230769230769,0.1428571428571428,0.5,0.0833333333333333,0.0416666666666666,24,0.333808200695334,0.05,0.2236067977499789,1,0.0092521230275561,0.0769230769230769,0.0036166365280289,0.0454545454545454,0.0018832391713747,8.560178051703475e-05,11682,0.1214706673538468,0.000265886732252,0.0163060336149555,122.0,95884.0,934927.0,6022879.6337006185,0.1428571428571428,False,21,3,0,0,7,0.0,1.0
2019-06,1,0.2041241452319315,0.0769230769230769,0.1428571428571428,0.5,0.0833333333333333,0.0416666666666666,24,0.333808200695334,0.05,0.2236067977499789,1,0.0092521230275561,0.0769230769230769,0.0036166365280289,0.0454545454545454,0.0018832391713747,8.560178051703475e-05,11682,0.1214706673538468,0.000265886732252,0.0163060336149555,122.0,95884.0,934927.0,6022879.6337006185,0.4117647058823529,False,17,7,0,0,14,0.0,1.0
2019-06,2,0.2132007163556104,0.1176470588235294,0.2105263157894736,0.25,0.1818181818181818,0.0227272727272727,88,0.5505489221271194,0.0529616724738676,0.3252046128343093,2,0.0014227021858992,0.1176470588235294,0.0013956734124214,0.0017316017316017,0.0011689070718877,1.0120407548811991e-06,1976205,0.214434398678741,0.0001816944647684,0.018939154933783,172.0,13407.0,125203.0,56740.01558274743,0.25,False,64,16,8,0,45,0.0,0.0
2019-07,1,0.1118033988749894,0.0588235294117647,0.1111111111111111,0.125,0.1,0.0125,80,0.3789231816899512,0.0714285714285714,0.2672612419124244,1,0.0009609611342804,0.0588235294117647,0.000705467372134,0.0021978021978021,0.0004201680672268,9.23446301597562e-07,1082900,0.1216365946831761,0.000268889486421,0.0163978500548419,108.0,92624.0,160740.0,1276438.7654320989,0.0,False,42,0,0,0,12,1.0,1.0
2019-07,2,0.3380617018914066,0.2,0.3333333333333333,0.4,0.2857142857142857,0.0571428571428571,35,0.7621647610257162,0.1535714285714285,0.522584241538977,2,0.005724341349561,0.2,0.0037418147801683,0.0153846153846153,0.0021299254526091,1.6384041943147375e-05,122070,0.2731194182805065,0.0023079828941441,0.0573774224008698,114.0,87498.0,934927.0,6294570.840720221,0.3,False,20,6,0,0,13,0.0,0.0
2019-07,1,0.1581138830084189,0.0769230769230769,0.1428571428571428,0.25,0.1,0.025,40,0.3284587387530511,0.0476190476190476,0.2182178902359924,1,0.0005181612852272,0.0769230769230769,0.0004727014890096,0.0008006405124099,0.0003353454057679,2.684911175083595e-07,3724518,0.1080126167647252,9.532888465204957e-05,0.0097636511947144,135.0,56186.0,130181.0,401336.0584910837,0.1666666666666666,False,12,2,0,0,8,1.0,1.0
2019-07,1,0.125,0.0666666666666666,0.125,0.125,0.125,0.015625,64,0.4342944819032517,0.1,0.3162277660168379,1,0.0014406096567095,0.0666666666666666,0.0013210039630118,0.0021978021978021,0.0009442870632672,2.075356183004908e-06,481845,0.1447648273010839,0.001,0.0316227766016837,223.0,92624.0,56452.0,105146.09278288322,0.3333333333333333,False,15,5,0,0,13,1.0,0.0
2019-08,1,0.2236067977499789,0.125,0.2222222222222222,0.25,0.2,0.05,20,0.2812664140627283,0.0285714285714285,0.1690308509457033,1,0.0008308663225327,0.125,0.0008302200083022,0.0008643042350907,0.0007987220447284,6.90338845919131e-07,1448564,0.1078472255192248,9.398496240601504e-05,0.0096945841791185,24.0,33745.0,161825.0,9480528.862847222,0.5097402597402597,True,308,157,3,0,176,0.0,1.0
2019-08,1,0.1507556722888818,0.0714285714285714,0.1333333333333333,0.25,0.0909090909090909,0.0227272727272727,44,0.2812664140627283,0.0285714285714285,0.1690308509457033,1,0.0009587115230858,0.0714285714285714,0.0009429514380009,0.001150747986191,0.0007987220447284,9.191277844976232e-07,1087988,0.1078472255192248,9.398496240601504e-05,0.0096945841791185,21.0,33745.0,161825.0,12382731.57596372,0.56,True,51,28,1,1,29,0.0,1.0
2019-08,1,0.1543033499620919,0.0454545454545454,0.0869565217391304,0.5,0.0476190476190476,0.0238095238095238,42,0.3606737602222408,0.0625,0.25,1,0.0005686470080951,0.0454545454545454,0.000313725490196,0.0018903591682419,0.0001710571330824,3.233594198155946e-07,3092534,0.1170915817486117,0.0001954270080125,0.0139795210222849,78.0,671125.0,24869.0,2743295.138888889,0.2941176470588235,False,19,5,2,2,11,0.0,1.0
2019-09,2,0.3162277660168379,0.1666666666666666,0.2857142857142857,0.5,0.2,0.05,40,0.8513268733274981,0.1909090909090909,0.6177391105946015,2,0.0039333515491635,0.1666666666666666,0.0027567195037904,0.0096153846153846,0.0016090104585679,7.735627204653753e-06,258544,0.2665719669348304,0.0012532446642075,0.0479884272725687,57.0,18901.0,934927.0,5438921.2763927365,0.0454545454545454,False,66,3,0,0,19,1.0,0.0
2019-09,1,0.1005037815259212,0.0526315789473684,0.1,0.1111111111111111,0.0909090909090909,0.0101010101010101,99,0.2812664140627283,0.0285714285714285,0.1690308509457033,1,0.000949491659557,0.0526315789473684,0.0006291286568103,0.0025062656641604,0.0003597122302158,9.015344115684896e-07,1109220,0.1092458690553643,0.0001058313048999,0.0102874343205674,50.0,80705.0,130181.0,4202503.042,0.05,False,21,1,1,1,9,0.0,1.0
2019-09,2,0.282842712474619,0.1538461538461538,0.2666666666666666,0.4,0.2,0.04,50,0.7107418319487502,0.1311111111111111,0.4747546895706428,2,0.0033853161975764,0.1538461538461538,0.0026143790849673,0.007168458781362,0.0015987210231814,5.7301828787865765e-06,349029,0.2710737381076904,0.0025735785343811,0.0582670595351336,223.0,92624.0,56452.0,105146.09278288322,0.5970149253731343,True,67,40,0,0,66,1.0,0.0
2019-09,1,0.1443375672974064,0.0666666666666666,0.125,0.25,0.0833333333333333,0.0208333333333333,48,0.2556222186353314,0.02,0.1414213562373095,1,0.0029858462974675,0.0666666666666666,0.0016233766233766,0.0101010101010101,0.0008826125330979,8.915278112100707e-06,112167,0.1040998789708066,6.731287022078621e-05,0.0082044421029577,165.0,22067.0,125203.0,101482.26266299355,0.05,False,20,1,0,0,8,1.0,0.0
2019-09,3,0.4472135954999579,0.2727272727272727,0.4285714285714285,0.6,0.3333333333333333,0.0666666666666666,45,1.2480273270898303,0.2866666666666667,0.8658974127180106,3,0.0089915115241568,0.2727272727272727,0.0088495575221238,0.010752688172043,0.0075187969924812,2.6949093163015065e-05,111321,0.3886291374275065,0.0018451469630248,0.0677579687801162,152.0,80705.0,92624.0,323546.5685595568,0.4761904761904761,False,21,10,0,0,19,1.0,0.0
2019-10,2,0.2132007163556104,0.0833333333333333,0.1538461538461538,0.5,0.0909090909090909,0.0227272727272727,88,0.8919188272465812,0.2166666666666666,0.6318550882138421,2,0.0007017365026032,0.0833333333333333,0.0003498032356799,0.0026281208935611,0.0001873711823121,2.4621705954291775e-07,8122914,0.2860968340611501,0.0024133403361344,0.0635125943810742,178.0,56452.0,74355.0,132479.75192526195,0.2432432432432432,False,37,9,3,0,22,1.0,0.0
2019-10,2,0.2108185106778919,0.1176470588235294,0.2105263157894736,0.2222222222222222,0.2,0.0222222222222222,90,0.7863017644931014,0.1575757575757576,0.5597102343249247,2,0.0026963509124173,0.1176470588235294,0.0023584905660377,0.0045766590389016,0.0015885623510722,3.635154121446864e-06,550183,0.2707750768707723,0.0013193346219176,0.0502933137837792,160.0,18901.0,33934.0,25054.161484375,0.1363636363636363,False,66,9,1,0,51,0.0,0.0
2019-10,2,0.2132007163556104,0.0833333333333333,0.1538461538461538,0.5,0.0909090909090909,0.0227272727272727,88,0.8919188272465812,0.2166666666666666,0.6318550882138421,2,0.0007017365026032,0.0833333333333333,0.0003498032356799,0.0026281208935611,0.0001873711823121,2.4621705954291775e-07,8122914,0.2860968340611501,0.0024133403361344,0.0635125943810742,178.0,56452.0,74355.0,132479.75192526195,0.1538461538461538,False,39,6,3,0,18,1.0,0.0
2019-10,1,0.1240347345892084,0.0588235294117647,0.1111111111111111,0.2,0.0769230769230769,0.0153846153846153,65,0.369269373068855,0.0666666666666666,0.2581988897471611,1,0.0006093600832827,0.0588235294117647,0.0005614823133071,0.0009182736455463,0.0004043671653861,3.71319711098412e-07,2693097,0.1274756952074255,0.0003918495297805,0.0197951895616223,66.0,229797.0,187011.0,9865603.022727272,0.4375,False,16,7,0,0,14,0.0,1.0
2019-11,1,0.1543033499620919,0.0833333333333333,0.1538461538461538,0.1666666666666666,0.1428571428571428,0.0238095238095238,42,0.4024296043818446,0.0833333333333333,0.2886751345948129,1,0.0021291540730902,0.0833333333333333,0.0017969451931716,0.003875968992248,0.0011695906432748,4.533297066956798e-06,220590,0.1455372890743522,0.0010373443983402,0.0322078313200415,167.0,103785.0,934927.0,3479199.637670766,0.3934426229508196,False,61,24,2,0,59,0.0,1.0
2019-11,2,0.2390457218668787,0.1176470588235294,0.2105263157894736,0.4,0.1428571428571428,0.0285714285714285,70,0.5949974572595582,0.0717391304347826,0.3710487539048761,2,0.001858756127763,0.1176470588235294,0.0011111111111111,0.0056022408963585,0.0006167129201356,1.7274871712483945e-06,1157751,0.2129403841045758,0.0001684357814325,0.0182948372329366,118.0,79650.0,103402.0,591494.4915254237,0.7857142857142857,True,14,11,2,0,11,1.0,0.0
2019-11,3,0.375,0.1764705882352941,0.3,0.75,0.1875,0.046875,64,0.99369200099023,0.1472850678733031,0.662258557924496,3,0.0038920229890333,0.1764705882352941,0.0025521054870267,0.0104166666666666,0.0014541929229277,5.049280982388108e-06,594144,0.3602203601028949,0.0007412007231378,0.0468058191052311,13.0,95884.0,246443.0,139822133.79881656,0.6153846153846154,True,26,16,0,0,16,0.0,1.0
2019-12,3,0.4330127018922193,0.2727272727272727,0.4285714285714285,0.5,0.375,0.0625,48,0.9680307386228236,0.1373949579831933,0.6351732737320153,3,0.0014922935488461,0.2727272727272727,0.0014910536779324,0.0015544041450777,0.0014326647564469,7.423133453093219e-07,4041420,0.3436246694957451,0.0005565868688302,0.0390519412461387,176.0,128857.0,226630.0,942757.6804622934,0.25,False,16,4,0,0,7,0.0,0.0
2019-12,1,0.2,0.1111111111111111,0.2,0.2,0.2,0.04,25,0.4342944819032517,0.1,0.3162277660168379,1,0.0016743936836283,0.1111111111111111,0.0013458950201884,0.0033222591362126,0.00084388185654,2.803594207774367e-06,356685,0.1316153502603078,0.0005015045135406,0.0223942964511194,161.0,45410.0,94643.0,165801.42085567687,0.3015873015873015,False,63,19,2,0,52,1.0,1.0
2020-02,2,0.2182178902359924,0.0869565217391304,0.16,0.5,0.0952380952380952,0.0238095238095238,84,0.6341829204284783,0.0854545454545454,0.4132007163556104,2,0.000852306425286,0.0869565217391304,0.0006768189509306,0.0017256255392579,0.0004209640075773,3.632131212919346e-07,5506409,0.2271670188157514,0.0003057490405633,0.0245838588976021,47.0,75763.0,122089.0,4187337.667270258,0.203125,False,322,65,5,2,301,0.0,0.0
2020-02,1,0.1825741858350553,0.0833333333333333,0.1538461538461538,0.3333333333333333,0.1,0.0333333333333333,30,0.2769378934088574,0.027027027027027,0.1643989873053573,1,0.0014199532542043,0.0833333333333333,0.0012084592145015,0.0025445292620865,0.0007923930269413,2.016267244125605e-06,495966,0.1098514748075094,0.0001113089937666,0.0105503077569659,22.0,18425.0,161825.0,6160383.5227272725,0.2258064516129032,False,31,7,0,0,17,0.0,1.0
2020-03,3,0.2631174057921088,0.15,0.2608695652173913,0.3,0.2307692307692307,0.023076923076923,130,0.925756385969748,0.1205408818267915,0.5911503305071217,3,0.0013595400384619,0.15,0.0012687671812222,0.0019801980198019,0.0009334163036714,6.161163720603548e-07,4869210,0.3381023756247158,0.0004552998574469,0.0360650809729505,88.0,130181.0,188217.0,3164033.739282025,0.5362318840579711,True,69,37,1,0,50,0.0,0.0
2020-04,1,0.1360827634879543,0.05,0.0952380952380952,0.3333333333333333,0.0555555555555555,0.0185185185185185,54,0.369269373068855,0.0666666666666666,0.2581988897471611,1,0.0005316652452615,0.05,0.0004666355576294,0.0008960573476702,0.0003154574132492,2.8266793301900657e-07,3537720,0.129137179804051,0.000433463372345,0.0208197831963984,23.0,229797.0,160740.0,69825273.68620038,0.0914285714285714,False,175,16,0,0,41,0.0,1.0
2020-04,9,0.5625,0.391304347826087,0.5625,0.5625,0.5625,0.03515625,256,3.306884929860664,0.6092421915002559,2.282158169124477,9,0.0019447613461684,0.391304347826087,0.0019444744517662,0.0019784568036931,0.001911639762107,4.202329659501103e-07,21416692,1.1042943315427718,0.0033581621250162,0.1598224587552002,162.0,133133.0,122089.0,619344.4153711324,0.0,False,33,0,33,33,0,1.0,0.0
2020-06,3,0.2314550249431378,0.1304347826086956,0.2307692307692307,0.25,0.2142857142857142,0.0178571428571428,168,1.3003603427690789,0.2992424242424242,0.9437398697658504,3,0.0019928448038307,0.1304347826086956,0.0019077901430842,0.0026833631484794,0.0014800197335964,1.323810137385016e-06,2266186,0.3961910731325673,0.0016224160394225,0.0685853245906353,135.0,167651.0,112311.0,1033144.1130864198,0.03125,False,32,1,0,0,18,1.0,1.0
2020-06,1,0.1543033499620919,0.0454545454545454,0.0869565217391304,0.5,0.0476190476190476,0.0238095238095238,42,0.4342944819032517,0.1,0.3162277660168379,1,0.00232371588237,0.0454545454545454,0.0004387889425186,0.024390243902439,0.0002213858755811,5.399655501978974e-06,185197,0.1423378473242946,0.0008888888888888,0.0298142396999972,,671125.0,38364.0,,0.3333333333333333,False,13,4,1,1,4,1.0,1.0
2020-06,3,0.2314550249431378,0.1304347826086956,0.2307692307692307,0.25,0.2142857142857142,0.0178571428571428,168,1.3003603427690789,0.2992424242424242,0.9437398697658504,3,0.0019928448038307,0.1304347826086956,0.0019077901430842,0.0026833631484794,0.0014800197335964,1.323810137385016e-06,2266186,0.3961910731325673,0.0016224160394225,0.0685853245906353,135.0,167651.0,112311.0,1033144.1130864198,0.28125,False,32,9,0,0,13,1.0,1.0
2020-07,5,0.3311330892662609,0.1923076923076923,0.3225806451612903,0.4166666666666667,0.2631578947368421,0.0219298245614035,228,2.475392498348324,0.6544945250827604,1.6683925627586529,5,0.0022098299762205,0.1923076923076923,0.0018412815319462,0.0041186161449752,0.0011856770215793,9.766697047605616e-07,5119438,0.7151418412409688,0.0076805411434002,0.1644906607911654,157.0,934927.0,125203.0,4748901.179804455,0.1533101045296167,False,290,44,29,3,198,0.0,1.0
2020-07,2,0.2649064714130087,0.1,0.1818181818181818,0.6666666666666666,0.1052631578947368,0.0350877192982456,57,0.6836960184445731,0.1119047619047619,0.4577059855405162,2,0.0022462043839286,0.1,0.0009080590238365,0.0106382978723404,0.0004742708086317,2.5227170671900464e-06,792796,0.2496483232237585,0.0009259727177476,0.0388124278250021,71.0,934927.0,47734.0,8852966.756199166,0.0804597701149425,False,88,7,2,1,31,1.0,0.0
2020-08,3,0.3721042037676254,0.2,0.3333333333333333,0.6,0.2307692307692307,0.0461538461538461,65,1.4371283080952717,0.3736111111111111,1.0305469288332911,3,0.0028701655951222,0.2,0.0028694404591104,0.0029354207436399,0.0028063610851262,2.74595018114118e-06,1092518,0.4567665388395772,0.0061436168900652,0.1187502561283216,162.0,87498.0,112311.0,374447.0308641975,0.4333333333333333,False,61,26,6,1,44,1.0,0.0
2020-08,3,0.3721042037676254,0.2,0.3333333333333333,0.6,0.2307692307692307,0.0461538461538461,65,1.4371283080952717,0.3736111111111111,1.0305469288332911,3,0.0028701655951222,0.2,0.0028694404591104,0.0029354207436399,0.0028063610851262,2.74595018114118e-06,1092518,0.4567665388395772,0.0061436168900652,0.1187502561283216,162.0,87498.0,112311.0,374447.0308641975,0.1587301587301587,False,63,10,5,0,54,1.0,0.0
2020-09,4,0.2864459496157732,0.1666666666666666,0.2857142857142857,0.3076923076923077,0.2666666666666666,0.0205128205128205,195,1.5485178302549008,0.3090277777777777,1.0874602978195962,4,0.0013645981239632,0.1666666666666666,0.0013420567018956,0.0016386726751331,0.0011363636363636,4.655320099810063e-07,8592320,0.5085155766879761,0.0017727073640029,0.0804601932947512,99.0,79650.0,160740.0,1306289.256198347,0.0,False,29,0,0,0,12,0.0,1.0
2020-10,2,0.2480694691784169,0.125,0.2222222222222222,0.4,0.1538461538461538,0.0307692307692307,65,0.750545005473521,0.1394230769230769,0.5273500981126146,2,0.0017179430058824,0.125,0.001494209936496,0.0029498525073746,0.001000500250125,1.475664085730181e-06,1355322,0.2559834852749341,0.0008162000676888,0.0402811110423665,16.0,33012.0,167651.0,21619120.359375,0.28,False,25,7,0,0,7,0.0,1.0
2020-11,1,0.0932504808240313,0.037037037037037,0.0714285714285714,0.2,0.0434782608695652,0.008695652173913,115,0.3529561238647611,0.0588235294117647,0.2425356250363329,1,0.0004276001601699,0.037037037037037,0.000320358801858,0.0009487666034155,0.0001927153594141,1.8284189697736745e-07,5469206,0.1300032846438259,0.0004564125969876,0.0213638151318456,130.0,33183.0,671125.0,1317747.9807692308,0.44,False,25,11,0,0,21,0.0,0.0
2020-11,1,0.1118033988749894,0.05,0.0952380952380952,0.2,0.0625,0.0125,80,0.3529561238647611,0.0588235294117647,0.2425356250363329,1,0.0005610584021847,0.05,0.0004916420845624,0.0009487666034155,0.0003317850033178,3.147865306620968e-07,3176756,0.1300032846438259,0.0004564125969876,0.0213638151318456,148.0,934927.0,33183.0,1416347.819621987,0.1666666666666666,False,31,5,4,1,14,0.0,0.0
2020-11,2,0.2020305089104421,0.1052631578947368,0.1904761904761904,0.2857142857142857,0.1428571428571428,0.0204081632653061,98,0.6649052451649946,0.0990338164251207,0.4442166744525906,2,0.0012972793155575,0.1052631578947368,0.0012037315678603,0.0019193857965451,0.0008768084173608,8.414668112867626e-07,2376802,0.2369985612239106,0.000434728912173,0.0294389805528081,134.0,103785.0,77566.0,448328.54254845175,0.3636363636363636,False,33,12,1,0,28,1.0,0.0
2020-12,2,0.1889822365046136,0.0666666666666666,0.125,0.5,0.0714285714285714,0.0178571428571428,112,0.7183299840043311,0.1245421245421245,0.4955679883486069,2,0.0019181495498672,0.0666666666666666,0.0005614035087719,0.0128205128205128,0.0002869852202611,1.8396488478279264e-06,1087164,0.2280824101622139,0.0003260814792864,0.0251534420287248,165.0,374374.0,69691.0,958328.6844444444,0.2727272727272727,False,33,9,0,0,22,1.0,0.0
2021-01,1,0.1072112534837794,0.032258064516129,0.0625,0.3333333333333333,0.0344827586206896,0.0114942528735632,87,0.3529561238647611,0.0588235294117647,0.2425356250363329,1,0.0015683308166871,0.032258064516129,0.0002925687536571,0.0166666666666666,0.0001475796930342,2.459661550570641e-06,406560,0.124341332794448,0.0003215434083601,0.0179316315030208,129.0,374374.0,60749.0,1366675.4477495344,0.7727272727272727,True,22,17,0,0,19,0.0,0.0
2021-02,2,0.2721655269759087,0.1538461538461538,0.2666666666666666,0.3333333333333333,0.2222222222222222,0.037037037037037,54,0.6977281118219061,0.1142857142857142,0.4764167799831534,2,0.0015987710813024,0.1538461538461538,0.0015974440894568,0.0016652789342214,0.0015349194167306,1.2780344852045143e-06,1564903,0.2350500085656524,0.0004460045945752,0.028921301450818,43.0,168212.0,161825.0,14721961.546782045,0.3809523809523809,False,43,16,1,1,16,1.0,0.0
2021-03,2,0.3333333333333333,0.1818181818181818,0.3076923076923077,0.5,0.2222222222222222,0.0555555555555555,36,0.6175295569438786,0.0787878787878788,0.3957749021906658,2,0.0013675694016302,0.1818181818181818,0.00130081300813,0.0018814675446848,0.0009940357852882,9.351230341376016e-07,2138756,0.2223013055470435,0.0002497831288257,0.0222884301824087,50.0,161825.0,226630.0,14669759.9,0.0,False,32,0,0,0,1,0.0,1.0
2021-03,1,0.25,0.1111111111111111,0.2,0.5,0.125,0.0625,16,0.4342944819032517,0.1,0.3162277660168379,1,0.0016707650677894,0.1111111111111111,0.00127959053103,0.003584229390681,0.0007788161993769,2.79145591174533e-06,358236,0.1390981593955311,0.000754716981132,0.0274721127897378,21.0,47734.0,56452.0,6110384.961451247,0.0533333333333333,False,75,4,0,0,6,0.0,1.0
